بنگلا دیش	 Location
سے	 Other
منع	 Other
کر	 Other
دیتے	 Other
ہیں۔	 Other
 
ریٹائرمنٹ	 Other
کے	 Other
بعد	 Other
سیاست	 Other
سے	 Other
دور	 Other
رہنا	 Other
ہی	 Other
پسند	 Other
کروں	 Other
گا۔	 Other
 
34	 Number
سالہ	 Other
شاہد آفریدی	 Person
نے	 Other
389	 Number
ایک	 Other
روزہ	 Other
27	 Number
ٹیسٹ	 Other
میچ	 Other
جبکہ	 Other
77	 Number
ٹی	 Other
ٹوئنٹی	 Other
میچز	 Other
کھیلیں	 Other
ہیں۔	 Other
 
آفریدی	 Person
نے	 Other
ایک	 Other
روزہ	 Other
میچوں	 Other
میں	 Other
391	 Number
وکٹیں	 Other
حاصل	 Other
کی	 Other
ہیں	 Other
جبکہ	 Other
7870	 Number
رنز	 Other
سکور	 Other
کیے	 Other
ہیں۔	 Other
 
انھوں	 Other
نے	 Other
امید	 Other
ظاہر	 Other
کی	 Other
کہ	 Other
ورلڈ	 Other
کپ	 Other
میں	 Other
وہ	 Other
400	 Number
اور	 Other
8000	 Number
رنز	 Other
کا	 Other
سنگ	 Other
میل	 Other
بھی	 Other
حاصل	 Other
کر	 Other
لیں	 Other
گے۔	 Other
 
سری لنکا	 Location
کے	 Other
خلاف	 Other
پالیکیلے	 Location
میں	 Other
کھیلے	 Other
جانے	 Other
والے	 Other
تیسرے	 Other
ٹیسٹ	 Other
میچ	 Other
کے	 Other
دوسرے	 Other
دن	 Other
پاکستانی	 Other
بلے	 Other
باز	 Other
ایک	 Other
مرتبہ	 Other
پھر	 Other
ناکام	 Other
رہے۔	 Other
 
سنیچر	 Other
کو	 Other
کھیل	 Other
کے	 Other
اختتام	 Other
پر	 Other
پاکستان	 Location
نے	 Other
پہلی	 Other
اننگز	 Other
میں	 Other
نو	 Number
وکٹوں	 Other
کے	 Other
نقصان	 Other
پر	 Other
209	 Number
رنز	 Other
بنائےاور	 Other
اسے	 Other
سری لنکا	 Location
کی	 Other
برتری	 Other
ختم	 Other
کرنے	 Other
کے	 Other
لیے	 Other
اب	 Other
بھی	 Other
مزید	 Other
69	 Number
رنز	 Other
کی	 Other
ضرورت	 Other
ہے۔	 Other
 
جب	 Other
کھیل	 Other
ختم	 Other
ہوا	 Other
تو	 Other
کریز	 Other
پر	 Other
سرفراز احمد	 Person
72	 Number
رنز	 Other
بنانے	 Other
کے	 Other
بعد	 Other
موجود	 Other
تھے	 Other
جبکہ	 Other
ان	 Other
کا	 Other
ساتھ	 Other
محمد عمران	 Person
دے	 Other
رہے	 Other
تھے	 Other
جنھوں	 Other
نے	 Other
کوئی	 Other
رن	 Other
نہیں	 Other
بنایا۔	 Other
 
سری لنکا	 Location
کے	 Other
278	 Number
رنز	 Other
کے	 Other
جواب	 Other
میں	 Other
پاکستان	 Location
کی	 Other
جانب	 Other
سے	 Other
شان مسعود	 Person
اور	 Other
احمد شہزاد	 Person
نے	 Other
اننگز	 Other
کا	 Other
آغاز	 Other
کیا	 Other
تو	 Other
صرف	 Other
32	 Number
رنز	 Other
کے	 Other
مجموعی	 Other
سکور	 Other
پر	 Other
شان مسعود	 Person
13	 Number
رنز	 Other
بنا	 Other
کر	 Other
آؤٹ	 Other
ہو	 Other
گئے۔	 Other
 
پاکستان	 Location
کو	 Other
40	 Number
رنز	 Other
پر	 Other
دوسرا	 Other
نقصان	 Other
اس	 Other
وقت	 Other
اٹھانا	 Other
پڑا	 Other
جب	 Other
احمد شہزاد	 Person
21	 Number
رنز	 Other
بنا	 Other
کر	 Other
پویلین	 Other
لوٹ	 Other
گئے۔	 Other
 
یونس خان	 Person
صرف	 Other
تین	 Number
رن	 Other
ہی	 Other
بنا	 Other
سکے	 Other
اور	 Other
رن	 Other
آؤٹ	 Other
ہوئے۔	 Other
 
چوتھی	 Other
وکٹ	 Other
کے	 Other
لیے	 Other
اظہر خان	 Person
اور	 Other
اسد شفیق	 Person
کے	 Other
درمیان	 Other
46	 Number
رنز	 Other
کی	 Other
شراکت	 Other
ہوئی	 Other
جس	 Other
کا	 Other
خاتمہ	 Other
اسد شفیق	 Person
کے	 Other
15	 Number
رنز	 Other
پر	 Other
آؤٹ	 Other
ہونے	 Other
کے	 Other
بعد	 Other
ہوا۔	 Other
 
اظہر علی	 Person
نے	 Other
ذمہ	 Other
داری	 Other
سے	 Other
کھیلتے	 Other
ہوئے	 Other
نصف	 Other
سنچری	 Other
بنائی	 Other
لیکن	 Other
وہ	 Other
52	 Number
رنز	 Other
بنانے	 Other
کے	 Other
بعد	 Other
پردیپ	 Other
کی	 Other
دوسری	 Other
وکٹ	 Other
بن	 Other
گئے۔	 Other
 
مصباح الحق	 Person
صرف	 Other
چھ	 Number
رنز	 Other
ہی	 Other
بنا	 Other
سکے	 Other
اور	 Other
پردیپ	 Other
کی	 Other
گیند	 Other
پر	 Other
ایل	 Other
بی	 Other
ڈبلیو	 Other
ہوئے	 Other
جبکہ	 Other
احسان عادل	 Person
کوئی	 Other
رن	 Other
نہ	 Other
بنا	 Other
سکے۔	 Other
 
آٹھویں	 Other
وکٹ	 Other
کے	 Other
لیے	 Other
سرفراز احمد	 Person
نے	 Other
یاسر شاہ	 Person
کے	 Other
ساتھ	 Other
مل	 Other
کر	 Other
45	 Number
رنز	 Other
کی	 Other
اہم	 Other
شراکت	 Other
قائم	 Other
کی	 Other
جسے	 Other
پرساد	 Person
نے	 Other
یاسر	 Person
کو	 Other
وکٹوں	 Other
کے	 Other
پیچھے	 Other
کیچ	 Other
کروا	 Other
کے	 Other
توڑا۔	 Other
 
سری لنکا	 Location
کی	 Other
جانب	 Other
سے	 Other
نووان پردیپ	 Person
اور	 Other
دھمیکا پرساد	 Person
نے	 Other
تین	 Number
تین	 Number
جبکہ	 Other
کوشل	 Person
نے	 Other
دو	 Number
کھلاڑیوں	 Other
کو	 Other
آؤٹ	 Other
کیا	 Other
ہے۔	 Other
 
اس	 Other
سے	 Other
قبل	 Other
سنیچر	 Other
کو	 Other
جب	 Other
کھیل	 Other
شروع	 Other
ہوا	 Other
تو	 Other
سری	 Other
لنکن	 Other
اننگز	 Other
گذشتہ	 Other
روز	 Other
کے	 Other
مجموعی	 Other
سکور	 Other
میں	 Other
صرف	 Other
چھ	 Other
رنز	 Other
کے	 Other
اضافے	 Other
کے	 Other
بعد	 Other
تمام	 Other
ہوگئی۔	 Other
 
پاکستان	 Location
کو	 Other
پہلی	 Other
کامیابی	 Other
اس	 Other
وقت	 Other
ملی	 Other
جب	 Other
277	 Number
رنز	 Other
کے	 Other
مجموعی	 Other
سکور	 Other
پر	 Other
تھرندو کوشل	 Person
18	 Number
رنز	 Other
بنا	 Other
کر	 Other
راحت	 Other
علی	 Other
کی	 Other
گیند	 Other
پر	 Other
بولڈ	 Other
ہو	 Other
گئے۔	 Other
 
﻿<LOCATION>بنگلہ دیش</LOCATION>	 Other
کے	 Other
شہر	 Other
میرپور	 Location
میں	 Other
کھیلے	 Other
جانے	 Other
والے	 Other
پہلے	 Other
ٹی	 Other
ٹوئنٹی	 Other
میں	 Other
جنوبی افریقہ	 Location
نے	 Other
بنگلہ دیش	 Location
کو	 Other
52	 Other
رنز	 Other
سے	 Other
شکست	 Other
دے	 Other
دی	 Other
ہے۔	 Other
 
میر پور	 Location
کے	 Other
شیر	 Other
بنگال	 Other
سٹیڈیم	 Other
میں	 Other
کھیلے	 Other
جانے	 Other
والے	 Other
اس	 Other
میچ	 Other
میں	 Other
جنوبی افریقہ	 Location
نے	 Other
ٹاس	 Other
جیت	 Other
کر	 Other
پہلے	 Other
بلے	 Other
بازی	 Other
کا	 Other
فیصلہ	 Other
کیا۔	 Other
 
جنوبی افریقہ	 Location
نے	 Other
مقررہ	 Other
20	 Number
اوورز	 Other
میں	 Other
چار	 Other
وکٹوں	 Other
کے	 Other
نقصان	 Other
پر	 Other
148	 Number
رنز	 Other
بنائے	 Other
ہیں۔	 Other
 
جواب	 Other
میں	 Other
بنگلہ دیش	 Location
کی	 Other
ٹیم	 Other
19ویں	 Other
اوور	 Other
میں	 Other
96	 Number
رنز	 Other
سکور	 Other
کر	 Other
کے	 Other
آؤٹ	 Other
ہو	 Other
گئی۔	 Other
 
بنگلہ دیش	 Location
کی	 Other
جانب	 Other
سے	 Other
شکیب الحسن	 Person
نے	 Other
سب	 Other
سے	 Other
زیادہ	 Other
رنز	 Other
بنائے۔	 Other
 
انھوں	 Other
نے	 Other
26	 Number
رنز	 Other
سکور	 Other
کیے۔	 Other
 
اس	 Other
سے	 Other
قبل	 Other
اے بی ڈیویلئرز	 Person
جو	 Other
اس	 Other
میچ	 Other
میں	 Other
اوپننگ	 Other
کرنے	 Other
آئے	 Other
تھے	 Other
وہ	 Other
محض	 Other
دو	 Other
رنز	 Other
بناکر	 Other
عرفات سنی	 Person
کی	 Other
گیند	 Other
پر	 Other
کپتان	 Desigation
مشرفے مرتضی	 Person
کے	 Other
ہاتھوں	 Other
کیچ	 Other
آؤٹ	 Other
ہو	 Other
گئے۔	 Other
 
جنوبی افریقہ	 Location
کی	 Other
جانب	 Other
سے	 Other
کپتان	 Desigation
فاف دوپلیسی	 Person
نے	 Other
سب	 Other
سے	 Other
زیادہ	 Other
79	 Number
رنز	 Other
بنائے	 Other
اور	 Other
آخر	 Other
تک	 Other
آؤٹ	 Other
نہیں	 Other
ہوئے۔	 Other
 
ان	 Other
کے	 Other
علاوہ	 Other
ریلی روسو	 Person
نے	 Other
دو	 Other
چوکے	 Other
اور	 Other
دو	 Other
چھکے	 Other
کی	 Other
مدد	 Other
سے	 Other
31	 Number
رنز	 Other
بنائے	 Other
جبکہ	 Other
جے پی ڈومنی	 Person
نے	 Other
18	 Number
رنز	 Other
بنائے۔	 Other
 
ڈی کوک	 Person
نے	 Other
12	 Number
رنز	 Other
بنائے	 Other
جبکہ	 Other
ملر	 Other
صرف	 Other
ایک	 Other
رن	 Other
بناکر	 Other
آؤٹ	 Other
ہوئے۔	 Other
 
جنوبی افریقہ	 Location
کی	 Other
ٹیم	 Other
اس	 Other
دورے	 Other
میں	 Other
دو	 Other
ٹی	 Other
ٹوئنٹی	 Other
کے	 Other
علاوہ	 Other
تین	 Other
ون	 Other
ڈے	 Other
اور	 Other
دو	 Other
ٹیسٹ	 Other
میچ	 Other
بھی	 Other
کھیلے	 Other
گی۔	 Other
 
پہلے	 Other
پاکستان	 Location
کے	 Other
خلاف	 Other
کامیابی	 Other
حاصل	 Other
کرکے	 Other
اور	 Other
پھر	 Other
بھارت	 Location
کو	 Other
شکست	 Other
دے	 Other
کر	 Other
بنگلہ دیش	 Location
کی	 Other
ٹیم	 Other
کا	 Other
حوصلہ	 Other
بہت	 Other
بلند	 Other
ہے۔	 Other
 
بنگلہ دیش	 Location
کی	 Other
جانب	 Other
سے	 Other
عرفات سنی	 Person
نے	 Other
دو	 Other
جبکہ	 Other
ناصر حسین	 Person
اور	 Other
شکیب الحسن	 Person
نے	 Other
ایک	 Other
ایک	 Other
وکٹ	 Other
لیے۔਍﻿پاکستانی	 Other
 
ٹیم	 Other
نے	 Other
تیسرے	 Other
ٹیسٹ	 Other
میں	 Other
377	 Number
رنز	 Other
کا	 Other
ہدف	 Other
حاصل	 Other
کرتے	 Other
ہوئے	 Other
میچ	 Other
جیت	 Other
کر	 Other
ایک	 Other
نئی	 Other
تاریخ	 Other
رقم	 Other
کی	 Other
ہے۔	 Other
 
اس	 Other
سے	 Other
قبل	 Other
پاکستان	 Location
نے	 Other
جس	 Other
سب	 Other
سے	 Other
بڑے	 Other
ہدف	 Other
کا	 Other
تعاقب	 Other
کیا	 Other
وہ	 Other
315	 Number
رنز	 Other
تھا	 Other
جو	 Other
اس	 Other
نے	 Other
سنہ 1994	 Date
میں	 Other
آسٹریلیا	 Location
کے	 Other
خلاف	 Other
کراچی	 Location
ٹیسٹ	 Other
میں	 Other
سنسنی	 Other
خیز	 Other
مقابلے	 Other
کے	 Other
نو	 Other
وکٹوں	 Other
کے	 Other
نقصان	 Other
پر	 Other
حاصل	 Other
کیا	 Other
تھا۔	 Other
 
یہ	 Other
ٹیسٹ	 Other
کرکٹ	 Other
کی	 Other
تاریخ	 Other
کا	 Other
چھٹا	 Other
بڑا	 Other
ہدف	 Other
بھی	 Other
ہے	 Other
جسے	 Other
حاصل	 Other
کر	 Other
کے	 Other
کوئی	 Other
ٹیم	 Other
میچ	 Other
جیتی	 Other
ہے۔	 Other
 
پالیکیلے	 Location
ٹیسٹ	 Other
کا	 Other
پانچواں	 Other
دن	 Other
شروع	 Other
ہوا	 Other
تو	 Other
پاکستانی	 Other
ٹیم	 Other
جیت	 Other
سے	 Other
147	 Number
رنز	 Other
کی	 Other
دوری	 Other
پر	 Other
تھی	 Other
اور	 Other
دونوں	 Other
سنچری	 Other
میکر	 Other
یونس خان	 Person
اور	 Other
شان مسعود	 Person
کریز	 Other
پر	 Other
موجود	 Other
تھے۔	 Other
 
ان	 Other
دونوں	 Other
کی	 Other
شاندار	 Other
ڈبل	 Other
سنچری	 Other
شراکت	 Other
سے	 Other
پاکستانی	 Other
ٹیم	 Other
جیت	 Other
کی	 Other
راہ	 Other
پر	 Other
تو	 Other
آ	 Other
گئی	 Other
تھی	 Other
لیکن	 Other
یہ	 Other
بات	 Other
سب	 Other
کو	 Other
اچھی	 Other
طرح	 Other
معلوم	 Other
ہے	 Other
کہ	 Other
پاکستانی	 Other
بیٹنگ	 Other
کتنی	 Other
تیزی	 Other
سے	 Other
پلٹا	 Other
کھا	 Other
سکتی	 Other
ہے۔	 Other
 
یسٹ	 Other
جیتنے	 Other
کے	 Other
لیے	 Other
صرف	 Other
168	 Number
رنز	 Other
کا	 Other
ہدف	 Other
ملا	 Other
تھا	 Other
اور	 Other
تیسرے	 Other
دن	 Other
اس	 Other
نے	 Other
صرف	 Other
دو	 Other
وکٹوں	 Other
پر	 Other
71	 Number
رنز	 Other
بنا	 Other
لیے	 Other
تھے	 Other
لیکن	 Other
چوتھے	 Other
دن	 Other
پوری	 Other
ٹیم	 Other
117	 Number
رنز	 Other
پر	 Other
ڈھیرہوگئی	 Other
اور	 Other
50	 Number
رنز	 Other
سے	 Other
میچ	 Other
ہارگئی	 Other
تھی۔	 Other
 
اس	 Other
مرتبہ	 Other
یونس خان	 Person
نے	 Other
ایسا	 Other
کوئی	 Other
موقع	 Other
سری لنکا	 Location
کے	 Other
ہاتھ	 Other
نہیں	 Other
آنے	 Other
دیا	 Other
اور	 Other
کپتان	 Desigation
مصباح الحق	 Person
کے	 Other
ساتھ	 Other
میچ	 Other
کا	 Other
اختتام	 Other
سات	 Other
وکٹوں	 Other
کی	 Other
شاندار	 Other
جیت	 Other
پر	 Other
کیا۔	 Other
 
پانچویں	 Other
دن	 Other
گرنے	 Other
والی	 Other
واحد	 Other
وکٹ	 Other
شان مسعود	 Person
کی	 Other
تھی	 Other
جن	 Other
کے	 Other
خلاف	 Other
وکٹ	 Other
کیپر چندی مل	 Person
کے	 Other
ہاتھوں	 Other
کیچ	 Other
کی	 Other
اپیل	 Other
امپائر	 Other
ای	 Other
این	 Other
گولڈ	 Other
خاطر	 Other
میں	 Other
نہیں	 Other
لائے	 Other
تاہم	 Other
تھارندو کوشل	 Person
نے	 Other
اپنے	 Other
پہلے	 Other
ہی	 Other
اوور	 Other
میں	 Other
انھیں	 Other
125	 Number
کے	 Other
انفرادی	 Other
سکور	 Other
پر	 Other
سٹمپ	 Other
کروا	 Other
دیا۔	 Other
 
لیکن	 Other
اس	 Other
کے	 Other
بعد	 Other
یونس خان	 Person
اور	 Other
مصباح الحق	 Person
کے	 Other
درمیان	 Other
125	 Number
رنز	 Other
کی	 Other
شراکت	 Other
نے	 Other
سری لنکا	 Location
کے	 Other
ہاتھ	 Other
کچھ	 Other
بھی	 Other
نہیں	 Other
رہنے	 Other
دیا۔	 Other
 
یونس خان	 Person
171	 Number
رنز	 Other
بناکر	 Other
ناٹ	 Other
آؤٹ	 Other
رہے۔	 Other
 
ٹیسٹ	 Other
کرکٹ	 Other
میں	 Other
ان	 Other
کے	 Other
رنز	 Other
کی	 Other
تعداد	 Other
8814	 Number
ہوگئی	 Other
ہے	 Other
اور	 Other
پاکستان	 Location
کی	 Other
طرف	 Other
سے	 Other
ٹیسٹ	 Other
میں	 Other
سب	 Other
سے	 Other
زیادہ	 Other
8832	 Number
رنز	 Other
کے	 Other
جاوید میانداد	 Person
کے	 Other
ریکارڈ	 Other
کو	 Other
اپنے	 Other
نام	 Other
کرنے	 Other
کے	 Other
لیے	 Other
انھیں	 Other
صرف	 Other
19	 Number
رنز	 Other
درکار	 Other
ہیں۔	 Other
 
آسٹریلیا	 Location
اور	 Other
انگلینڈ	 Location
کے	 Other
درمیان	 Other
بدھ	 Other
سے	 Other
کارڈف	 Location
میں	 Other
شروع	 Other
ہونے	 Other
والی	 Other
ایشز	 Other
ٹیسٹ	 Other
سیریز	 Other
سے	 Other
قبل	 Other
انگلینڈ	 Location
کے	 Other
کپتان	 Desigation
ایلسٹر کک	 Person
نے	 Other
اپنے	 Other
کھلاڑیوں	 Other
کو	 Other
سنہ 2005	 Date
والا	 Other
جوش	 Other
اور	 Other
جذبہ	 Other
دوبارہ	 Other
جگانے	 Other
کی	 Other
تاکید	 Other
کی	 Other
ہے۔	 Other
 
دس	 Other
سال	 Other
قبل	 Other
انگلینڈ	 Location
نے	 Other
آسٹریلیا	 Location
کے	 Other
خلاف	 Other
ایک	 Other
سنسنی	 Other
خیز	 Other
مقابلے	 Other
کے	 Other
بعد	 Other
دو	 Other
ایک	 Other
سے	 Other
سیریز	 Other
میں	 Other
کامیابی	 Other
حاصل	 Other
کی	 Other
تھی۔	 Other
 
اس	 Other
کے	 Other
بعد	 Other
سے	 Other
انگلینڈ	 Location
اب	 Other
تک	 Other
اپنے	 Other
شائقین	 Other
کو	 Other
کرکٹ	 Other
کے	 Other
ساتھ	 Other
وابستہ	 Other
رکھنے	 Other
کی	 Other
مسلسل	 Other
کوشش	 Other
کرتا	 Other
رہا	 Other
ہے۔	 Other
 
لیکن	 Other
ایلسٹر کک	 Person
کے	 Other
خیال	 Other
میں	 Other
انگلینڈ	 Location
کے	 Other
پاس	 Other
ایسے	 Other
کھلاڑی	 Other
موجود	 Other
ہیں	 Other
جو	 Other
لوگوں	 Other
میں	 Other
دلچسپی	 Other
بڑھا	 Other
سکتے	 Other
ہیں	 Other
اور	 Other
وہ	 Other
2013 سنہ	 Date
میں	 Other
پانچ	 Other
صفر	 Other
سے	 Other
سیریز	 Other
ہارنے	 Other
کا	 Other
بدلہ	 Other
لینے	 Other
کی	 Other
کوشش	 Other
کریں	 Other
گے۔	 Other
 
ان	 Other
کا	 Other
کہنا	 Other
تھا	 Other
کہ	 Other
سب	 Other
سے	 Other
دلچسپ	 Other
بات	 Other
یہ	 Other
ہے	 Other
کہ	 Other
ہمیں	 Other
موقع	 Other
ملا	 Other
ہے۔	 Other
 
یہ	 Other
سب	 Other
سے	 Other
بڑی	 Other
سیریز	 Other
ہے	 Other
جو	 Other
ایک	 Other
کھلاڑی	 Other
کی	 Other
حیثیت	 Other
سے	 Other
آپ	 Other
کھیلنا	 Other
چاہتے	 Other
ہیں۔	 Other
 
آسٹریلوں	 Other
ٹیم	 Other
کے	 Other
کپتان	 Desigation
مائیکل کلارک	 Person
وہ	 Other
واحد	 Other
کھلاڑی	 Other
ہیں	 Other
جو	 Other
سنہ 2005	 Date
میں	 Other
کھیلی	 Other
گئی	 Other
ایشز	 Other
سیریز	 Other
میں	 Other
آسٹریلوی	 Other
سکواڈ	 Other
کا	 Other
حصہ	 Other
تھے	 Other
اور	 Other
ان	 Other
دلچسپ	 Other
میچوں	 Other
کو	 Other
بہت	 Other
خوشی	 Other
سے	 Other
یاد	 Other
کرتے	 Other
ہیں	 Other
حالانکہ	 Other
اس	 Other
کے	 Other
نتائج	 Other
الگ	 Other
تھے۔	 Other
 
مائیکل کلارک	 Person
کا	 Other
کہنا	 Other
ہے	 Other
کہ	 Other
میں	 Other
ویسی	 Other
ہی	 Other
کرکٹ	 Other
دیکھنا	 Other
چاہوں	 Other
گا۔	 Other
 
میں	 Other
انگلینڈ	 Location
کی	 Other
عوام	 Other
کو	 Other
اس	 Other
سیریز	 Other
کو	 Other
بھر	 Other
پور	 Other
سپورٹ	 Other
کرتے	 Other
ہوئے	 Other
اور	 Other
آسٹریلیا	 Location
میں	 Other
لوگوں	 Other
کو	 Other
اپنے	 Other
ٹی	 Other
وی	 Other
کے	 Other
ساتھ	 Other
چپکے	 Other
ہوئے	 Other
دیکھنا	 Other
چاہتا	 Other
ہوں۔	 Other
 
اس	 Other
جیسی	 Other
سنسنی	 Other
خیز	 Other
سیریز	 Other
کھیل	 Other
کے	 Other
لیے	 Other
بہت	 Other
اچھی	 Other
ہے۔	 Other
 
یہ	 Other
پہلا	 Other
موقع	 Other
ہے	 Other
جب	 Other
کوئی	 Other
آسٹریلوی	 Other
انگلینڈ	 Location
ٹیم	 Other
کی	 Other
کوچنگ	 Other
کے	 Other
فرائض	 Other
سر	 Other
انجام	 Other
دے	 Other
رہا	 Other
ہے۔	 Other
 
حالیہ	 Other
انگلش	 Other
ٹیم	 Other
کے	 Other
کوچ	 Other
ٹریور بیلس	 Person
ہیں۔	 Other
 
ٹریور بیلس	 Person
نے	 Other
ایک	 Other
ایسی	 Other
ٹیم	 Other
کی	 Other
کوچنگ	 Other
کی	 Other
ذمہ	 Other
داری	 Other
سنبھالی	 Other
ہے	 Other
جس	 Other
میں	 Other
کرکٹ	 Other
کے	 Other
عالمی	 Other
کپ	 Other
کے	 Other
بعد	 Other
سے	 Other
بڑی	 Other
تبدیلیاں	 Other
آئی	 Other
ہیں	 Other
اور	 Other
اس	 Other
نے	 Other
ویسٹ انڈیز	 Location
میں	 Other
مایوس	 Other
کن	 Other
طریقے	 Other
سے	 Other
سیریز	 Other
برابر	 Other
کی	 Other
تھی۔	 Other
 
کارڈف	 Location
میں	 Other
انگلینڈ	 Location
اور	 Other
آسٹریلیا	 Location
کے	 Other
درمیان	 Other
کھیلے	 Other
جانے	 Other
والی	 Other
ایشز	 Other
ٹیسٹ	 Other
سیریز	 Other
کے	 Other
پہلے	 Other
ٹیسٹ	 Other
میچ	 Other
کے	 Other
پہلے	 Other
دن	 Other
کھیل	 Other
کے	 Other
اختتام	 Other
پر	 Other
انگلینڈ	 Location
نے	 Other
اپنی	 Other
پہلی	 Other
اننگز	 Other
میں	 Other
سات	 Other
وکٹوں	 Other
کے	 Other
نقصان	 Other
پر	 Other
343	 Number
رنز	 Other
بنائے	 Other
ہیں۔	 Other
 
انگلینڈ	 Location
نے	 Other
ٹاس	 Other
جیت	 Other
کر	 Other
پہلے	 Other
کھیلنے	 Other
کا	 Other
فیصلہ	 Other
کیا	 Other
تو	 Other
آغاز	 Other
کچھ	 Other
اچھا	 Other
نہیں	 Other
تھا۔	 Other
 
تاہم	 Other
بعد	 Other
میں	 Other
جورووٹ	 Person
گیری بیلنس	 Person
اور	 Other
بین سٹوکس	 Person
کی	 Other
شاندار	 Other
بیٹنگ	 Other
کی	 Other
بدولت	 Other
انگلینڈ	 Location
کی	 Other
پوزیشن	 Other
مستحکم	 Other
ہوگئی۔	 Other
 
پہلے	 Other
دن	 Other
کے	 Other
کھیل	 Other
کے	 Other
اختتام	 Other
پر	 Other
معین علی	 Person
26	 Number
اور	 Other
سٹوارٹ براڈ	 Person
بغیر	 Other
کوئی	 Other
رن	 Other
بنائے	 Other
کریز	 Other
پر	 Other
موجود	 Other
تھے۔	 Other
 
اس	 Other
سے	 Other
قبل	 Other
کارڈف	 Location
میں	 Other
کھیلے	 Other
جانے	 Other
والے	 Other
اس	 Other
ٹیسٹ	 Other
میچ	 Other
میں	 Other
صرف	 Other
43	 Number
رنز	 Other
پر	 Other
ہی	 Other
انگلینڈ	 Location
کے	 Other
تین	 Number
کھلاڑی	 Other
آوٹ	 Other
ہو	 Other
کر	 Other
پویلیئن	 Other
لوٹ	 Other
گئے	 Other
تھے۔	 Other
 
کپتان	 Desigation
ایلسٹر کک	 Person
20	 Number
ایڈم	 Other
لیتھ	 Other
چھ	 Other
اور	 Other
این بیل	 Person
صرف	 Other
ایک	 Other
رنز	 Other
بنا	 Other
کر	 Other
آوٹ	 Other
ہوئے۔	 Other
 
جس	 Other
کے	 Other
بعد	 Other
انگلینڈ	 Location
کے	 Other
جانب	 Other
سے	 Other
جو رووٹ	 Person
اور	 Other
گیری بیلینس	 Person
نے	 Other
چوتھی	 Other
وکٹ	 Other
کی	 Other
شاندار	 Other
شراکت	 Other
میں	 Other
153	 Number
رنز	 Other
بنا	 Other
کر	 Other
اپنی	 Other
ٹیم	 Other
کی	 Other
پوزیشن	 Other
بہتر	 Other
کر	 Other
دی۔	 Other
 
گیری بیلینس	 Person
آٹھ	 Other
چوکوں	 Other
کی	 Other
مدد	 Other
سے	 Other
61	 Number
رنز	 Other
بنا	 Other
کر	 Other
جاش	 Other
ہیزل	 Other
ووڈ	 Other
کی	 Other
گیند	 Other
پر	 Other
آؤٹ	 Other
ہوئے۔	 Other
 
پانچویں	 Other
وکٹ	 Other
کی	 Other
شراکت	 Other
میں	 Other
رووٹ	 Other
اور	 Other
بین سٹوکس	 Person
نے	 Other
84	 Number
رنز	 Other
بنائے۔	 Other
 
جو رووٹ	 Person
نے	 Other
وکٹ	 Other
کی	 Other
چاروں	 Other
جانب	 Other
سٹروکس	 Other
کھیلتے	 Other
ہوئے	 Other
166	 Number
گیندوں	 Other
پر	 Other
134	 Number
رنز	 Other
بنائے۔	 Other
 
انھیں	 Other
مچل سٹارک	 Person
نے	 Other
آوٹ	 Other
کیا۔	 Other
 
بین سٹوکس	 Person
بھی	 Other
چھ	 Other
چوکوں	 Other
اور	 Other
دو	 Other
چھکوں	 Other
کی	 Other
مدد	 Other
سے	 Other
52	 Number
رنز	 Other
بنا	 Other
کر	 Other
سٹارک	 Other
کا	 Other
شکار	 Other
بنے۔	 Other
 
آسٹریلیا	 Location
کی	 Other
جانب	 Other
سے	 Other
مچل سٹارک	 Person
اور	 Other
جاش ہیزل ووڈ	 Person
نے	 Other
تین	 Other
تین	 Other
جبکہ	 Other
نیتھن	 Other
لائین	 Other
نے	 Other
ایک	 Other
وکٹ	 Other
حاصل	 Other
کی۔	 Other
 
گذشتہ	 Other
ایشز	 Other
ٹیسٹ	 Other
سیریز	 Other
میں	 Other
آسٹریلیا	 Location
کی	 Other
پانچ	 Number
صفر	 Other
سے	 Other
کامیابی	 Other
حاصل	 Other
کرنے	 Other
میں	 Other
اہم	 Other
کردار	 Other
ادا	 Other
کرنے	 Other
والے	 Other
فاسٹ	 Other
بولر	 Other
مچل جانسن	 Person
کے	 Other
حصے	 Other
میں	 Other
ایک	 Other
بھی	 Other
وکٹ	 Other
نہیں	 Other
آئی۔	 Other
 
﻿<LOCATION>کارڈف</LOCATION>	 Other
میں	 Other
انگلینڈ	 Location
کے	 Other
خلاف	 Other
ایشز	 Other
ٹیسٹ	 Other
سیریز	 Other
کے	 Other
پہلے	 Other
ٹیسٹ	 Other
میچ	 Other
کے	 Other
دوسرے	 Other
دن	 Other
کھیل	 Other
کے	 Other
اختتام	 Other
پر	 Other
[]	 Location
نے	 Other
اپنی	 Other
پہلی	 Other
اننگز	 Other
میں	 Other
5	 Number
وکٹوں	 Other
کے	 Other
نقصان	 Other
پر	 Other
264	 Number
رنز	 Other
بنا	 Other
لیے۔	 Other
 
جمعرات	 Other
کی	 Other
شام	 Other
جب	 Other
کھیل	 Other
ختم	 Other
ہوا	 Other
تو	 Other
کریز	 Other
پر	 Other
شین واٹسن	 Person
اور	 Other
نیتھن لیون	 Person
موجود	 Other
تھے	 Other
اور	 Other
آسٹریلیا	 Location
کو	 Other
انگلینڈ	 Location
